project_number,bidder_name,address,city,state,zip,county,bidder_number,bid_amount,filename,awarded
180051,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,3,1333920.25,180051bidtab.pdf,False
180055,STRAWSER PAVING CO INC,1595 FRANK RD,COLUMBUS,OH,43223,Franklin,1,324425.3,180055bidtab.pdf,False
180055,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,322383.17,180055bidtab.pdf,True
180055,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,3,361986.58,180055bidtab.pdf,False
180058,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,1,561606.06,180058bidtab.pdf,True
180058,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,2,634845.18,180058bidtab.pdf,False
180058,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,3,639595.48,180058bidtab.pdf,False
180058,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,4,730304.76,180058bidtab.pdf,False
180058,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,5,736742.11,180058bidtab.pdf,False
180058,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,6,781332.85,180058bidtab.pdf,False
180064,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,3284904.52,180064bidtab.pdf,True
180064,R T VERNAL PAVING & EXCAVATING INC,11299 SOUTH AVE EXTENSION  PO BOX 519,NORTH LIMA,OH,44452-0519,,2,3478070.34,180064bidtab.pdf,False
180064,AMERICON INDUSTRIAL SERVICES LLC,3651 LEHARPS RD,AUSTINTOWN,OH,44515,Mahoning,3,3586575.46,180064bidtab.pdf,False
180064,LINDY PAVING INC,1807 SHENANGO RD,NEW GALILEE,PA,16141-2241,,4,3684820.41,180064bidtab.pdf,False
180064,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,5,3944283.51,180064bidtab.pdf,False
180066,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,2624956.65,180066bidtab.pdf,True
180066,NUKO PAVING INC,1 ACY AVE SUITE C,JACKSON,OH,45640,Jackson,2,2722782.1,180066bidtab.pdf,False
180067,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,Franklin,OH,45055,Butler,1,1878400.0,180067bidtab.pdf,True
180067,JOHN R JURGENSEN COMPANY,11641 MOSTELLER RD,CINCINNATI,OH,45241,Hamilton,2,1963625.68,180067bidtab.pdf,False
180068,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,3235843.86,180068bidtab.pdf,True
180068,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,2,3355979.59,180068bidtab.pdf,False
180071,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,1,3810116.93,180071bidtab.pdf,True
180071,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,3911546.24,180071bidtab.pdf,False
180073,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,2791013.85,180073bidtab.pdf,True
180073,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,2,3046553.05,180073bidtab.pdf,False
180073,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,3,3093480.86,180073bidtab.pdf,False
180085,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,884160.2,180085bidtab.pdf,True
180085,THE LASH PAVING COMPANY,67925 Bayberry Drive Suite B,St Clairsville,OH,43912,Belmont,2,967601.88,180085bidtab.pdf,False
180088,AMERICAN PAVEMENTS INC,7475 MONTGOMERY DR,PLAIN CITY,OH,43064,Madison,1,524017.28,180088bidtab.pdf,True
180088,MICROSURFACING CONTRACTORS LLC,13940 ST CHARLES ROCK RD,BRIDGETON,MO,63044,,2,635673.15,180088bidtab.pdf,False
180088,STRAWSER CONSTRUCTION INC,1392 DUBLIN RD,COLUMBUS,OH,43215,Franklin,3,664057.64,180088bidtab.pdf,False
180090,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,1,3995454.15,180090bidtab.pdf,True
180090,ERIE BLACKTOP INC,4507 TIFFIN AVE,SANDUSKY,OH,44870,Erie,2,4033355.49,180090bidtab.pdf,False
180090,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,3,4080097.29,180090bidtab.pdf,False
180092,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,1,661184.75,180092bidtab.pdf,True
180092,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,2,692531.25,180092bidtab.pdf,False
180092,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,3,718389.6,180092bidtab.pdf,False
180092,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,4,724046.35,180092bidtab.pdf,False
180092,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,5,769312.9,180092bidtab.pdf,False
180092,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,6,885203.95,180092bidtab.pdf,False
180095,BLUFFTON PAVING INC,P O BOX 26,BLUFFTON,OH,45817,Allen,1,3305037.1,180095bidtab.pdf,True
180095,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,3498356.13,180095bidtab.pdf,False
180101,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,1,3377030.89,180101bidtab.pdf,True
180101,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,3491005.44,180101bidtab.pdf,False
180102,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,949829.4,180102bidtab.pdf,True
180103,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,950965.59,180103bidtab.pdf,True
180103,THE LASH PAVING COMPANY,67925 Bayberry Drive Suite B,St Clairsville,OH,43912,Belmont,2,1068112.6,180103bidtab.pdf,False
180105,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,Franklin,OH,45055,Butler,1,1642300.0,180105bidtab.pdf,True
180105,JOHN R JURGENSEN COMPANY,11641 MOSTELLER RD,CINCINNATI,OH,45241,Hamilton,2,1992128.26,180105bidtab.pdf,False
180108,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,1,448928.3,180108bidtab.pdf,True
180108,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,469398.46,180108bidtab.pdf,False
180108,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,3,483550.65,180108bidtab.pdf,False
180108,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,4,488362.23,180108bidtab.pdf,False
180108,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,5,509743.5,180108bidtab.pdf,False
180108,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,6,513727.5,180108bidtab.pdf,False
180108,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,7,580045.0,180108bidtab.pdf,False
180110,M & B ASPHALT CO INC,1525 WEST COUNTY RD #42,TIFFIN,OH,44883,Seneca,1,1607402.25,180110bidtab.pdf,True
180110,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,2,1619580.03,180110bidtab.pdf,False
180110,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,3,1755441.9,180110bidtab.pdf,False
180110,ERIE BLACKTOP INC,4507 TIFFIN AVE,SANDUSKY,OH,44870,Erie,4,1795184.46,180110bidtab.pdf,False
180112,NORTHSTAR ASPHALT INC,P O BOX 2646,NORTH CANTON,OH,44720,Stark,1,1254731.1,180112bidtab.pdf,True
180112,SUPERIOR PAVING & MATERIALS INC,5945 WHIPPLE AVE NW,NORTH CANTON,OH,44720,Stark,2,1261638.9,180112bidtab.pdf,False
180112,ALLIED ENTERPRISES INC,1243 RAFF RD S W,CANTON,OH,44710,Stark,3,1293080.15,180112bidtab.pdf,False
180112,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,4,1335985.45,180112bidtab.pdf,False
180112,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,5,1475637.9,180112bidtab.pdf,False
180113,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,615627.42,180113bidtab.pdf,True
180113,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,2,678232.5,180113bidtab.pdf,False
180113,KENMORE CONSTRUCTION CO INC,700 HOME AVE,AKRON,OH,44310,Summit,3,683889.3,180113bidtab.pdf,False
180113,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,4,686540.5,180113bidtab.pdf,False
180113,PERRIN ASPHALT CO INC,525 DAN ST,AKRON,OH,44310,Summit,5,687691.3,180113bidtab.pdf,False
180113,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,6,691120.0,180113bidtab.pdf,False
180113,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,7,695812.0,180113bidtab.pdf,False
180113,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,8,698366.95,180113bidtab.pdf,False
180113,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,9,714345.23,180113bidtab.pdf,False
180113,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,10,750257.07,180113bidtab.pdf,False
180113,ROADS ASPHALT RECYCLING INC,13421 HAWKE RD,COLUMBIA STATION,OH,44028,Lorain,11,841418.0,180113bidtab.pdf,False
180114,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,1,2969284.81,180114bidtab.pdf,True
180114,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,2,3023972.94,180114bidtab.pdf,False
180114,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,3,3026692.25,180114bidtab.pdf,False
180114,AMERICON INDUSTRIAL SERVICES LLC,3651 LEHARPS RD,AUSTINTOWN,OH,44515,Mahoning,4,3042452.1,180114bidtab.pdf,False
180114,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,5,3047729.1,180114bidtab.pdf,False
180114,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,6,3090112.24,180114bidtab.pdf,False
180114,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,7,3371018.77,180114bidtab.pdf,False
180114,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,8,3375607.83,180114bidtab.pdf,False
180115,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,515959.51,180115bidtab.pdf,True
180115,STRAWSER PAVING CO INC,1595 FRANK RD,COLUMBUS,OH,43223,Franklin,2,537580.39,180115bidtab.pdf,False
180116,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,1,5932052.95,180116bidtab.pdf,True
180116,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,6336998.5,180116bidtab.pdf,False
180119,A & B ASPHALT CORPORATION,1780 ENON RD,SPRINGFIELD,OH,45502,Clark,1,1024157.28,180119bidtab.pdf,True
180119,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,1049890.62,180119bidtab.pdf,False
180122,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,1,3725961.9,180122bidtab.pdf,True
180122,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,2,3738711.84,180122bidtab.pdf,False
180122,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,3,3972716.75,180122bidtab.pdf,False
180122,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,4,4157688.7,180122bidtab.pdf,False
180122,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,5,4714364.65,180122bidtab.pdf,False
180132,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,2242285.55,180132bidtab.pdf,True
180132,THE LASH PAVING COMPANY,67925 Bayberry Drive Suite B,St Clairsville,OH,43912,Belmont,2,3276261.55,180132bidtab.pdf,False
180137,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,1,766747.63,180137bidtab.pdf,True
180137,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,856597.58,180137bidtab.pdf,False
180139,THE LASH PAVING COMPANY,67925 Bayberry Drive Suite B,St Clairsville,OH,43912,Belmont,1,1694340.0,180139bidtab.pdf,True
180139,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,1762602.62,180139bidtab.pdf,False
180140,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,1609972.51,180140bidtab.pdf,True
180141,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,840135.75,180141bidtab.pdf,True
180147,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,Franklin,OH,45055,Butler,1,126969.5,180147bidtab.pdf,True
180147,A & B ASPHALT CORPORATION,1780 ENON RD,SPRINGFIELD,OH,45502,Clark,2,130555.58,180147bidtab.pdf,False
180149,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,1138661.05,180149bidtab.pdf,True
180149,THE LASH PAVING COMPANY,67925 Bayberry Drive Suite B,St Clairsville,OH,43912,Belmont,2,1336766.05,180149bidtab.pdf,False
180149,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,3,1398239.0,180149bidtab.pdf,False
180153,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,1698654.55,180153bidtab.pdf,True
180153,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,2,1913881.53,180153bidtab.pdf,False
180153,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,3,1943894.3,180153bidtab.pdf,False
180153,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,4,1955064.58,180153bidtab.pdf,False
180153,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,5,1963016.65,180153bidtab.pdf,False
180153,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,6,2089132.05,180153bidtab.pdf,False
180154,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,1065884.44,180154bidtab.pdf,False
180154,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,2,1062322.85,180154bidtab.pdf,True
180154,NORTHSTAR ASPHALT INC,P O BOX 2646,NORTH CANTON,OH,44720,Stark,3,1318100.4,180154bidtab.pdf,False
180154,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,4,1406438.6,180154bidtab.pdf,False
180154,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,5,1488415.25,180154bidtab.pdf,False
180155,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,4949973.58,180155bidtab.pdf,True
180156,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,3998195.75,180156bidtab.pdf,True
180156,JOHN R JURGENSEN COMPANY,11641 MOSTELLER RD,CINCINNATI,OH,45241,Hamilton,2,4236389.21,180156bidtab.pdf,False
180156,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,Franklin,OH,45055,Butler,3,4566990.0,180156bidtab.pdf,False
180164,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,1526184.3,180164bidtab.pdf,True
180164,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,2,1683361.29,180164bidtab.pdf,False
180164,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,3,1759464.37,180164bidtab.pdf,False
180165,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,1,1551273.59,180165bidtab.pdf,True
180166,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,1,698460.75,180166bidtab.pdf,True
180166,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,2,705069.6,180166bidtab.pdf,False
180166,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,3,787066.4,180166bidtab.pdf,False
180166,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,4,792264.89,180166bidtab.pdf,False
180166,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,5,828325.61,180166bidtab.pdf,False
180166,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,6,938445.82,180166bidtab.pdf,False
180167,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,1,2033879.12,180167bidtab.pdf,True
180167,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,2,2062622.55,180167bidtab.pdf,False
180167,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,3,2075014.85,180167bidtab.pdf,False
180167,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,4,2110296.63,180167bidtab.pdf,False
180167,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,5,2212426.21,180167bidtab.pdf,False
180167,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,6,2484315.6,180167bidtab.pdf,False
180170,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,3254981.14,180170bidtab.pdf,True
180170,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,2,3285385.63,180170bidtab.pdf,False
180172,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,1995152.3,180172bidtab.pdf,True
180174,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,Franklin,OH,45055,Butler,1,989500.0,180174bidtab.pdf,True
180174,JOHN R JURGENSEN COMPANY,11641 MOSTELLER RD,CINCINNATI,OH,45241,Hamilton,2,1061490.28,180174bidtab.pdf,False
180175,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,1,3016220.09,180175bidtab.pdf,True
180175,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,3280222.29,180175bidtab.pdf,False
180179,M & B ASPHALT CO INC,1525 WEST COUNTY RD #42,TIFFIN,OH,44883,Seneca,1,1680016.93,180179bidtab.pdf,True
180179,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,2,1723281.73,180179bidtab.pdf,False
180179,ERIE BLACKTOP INC,4507 TIFFIN AVE,SANDUSKY,OH,44870,Erie,3,1784852.62,180179bidtab.pdf,False
180179,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,4,1884348.22,180179bidtab.pdf,False
180187,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,177278.52,180187bidtab.pdf,True
180189,BLUFFTON PAVING INC,P O BOX 26,BLUFFTON,OH,45817,Allen,1,2051533.78,180189bidtab.pdf,True
180189,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,2097691.41,180189bidtab.pdf,False
180192,KOSKI CONSTRUCTION CO,P O BOX 1038,ASHTABULA,OH,44005-1038,,1,3816389.37,180192bidtab.pdf,True
180192,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,2,3883336.5,180192bidtab.pdf,False
180192,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,3,4061243.51,180192bidtab.pdf,False
180192,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,4,4266571.57,180192bidtab.pdf,False
180192,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,5,4344509.3,180192bidtab.pdf,False
180192,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,6,4506247.73,180192bidtab.pdf,False
180192,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,7,4684816.99,180192bidtab.pdf,False
180195,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,3549995.31,180195bidtab.pdf,True
180195,THE LASH PAVING COMPANY,67925 Bayberry Drive Suite B,St Clairsville,OH,43912,Belmont,2,4130000.0,180195bidtab.pdf,False
180197,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,1,883882.46,180197bidtab.pdf,True
180197,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,2,921146.9,180197bidtab.pdf,False
180197,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,3,922539.7,180197bidtab.pdf,False
180197,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,4,947946.62,180197bidtab.pdf,False
180197,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,5,1010361.68,180197bidtab.pdf,False
180197,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,6,1074787.31,180197bidtab.pdf,False
180197,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,7,1085683.11,180197bidtab.pdf,False
180206,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,1,2497650.25,180206bidtab.pdf,True
180206,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,2609863.0,180206bidtab.pdf,False
180210,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,331366.58,180210bidtab.pdf,True
180211,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,1,1669865.65,180211bidtab.pdf,True
180211,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,1825481.3,180211bidtab.pdf,False
180211,SUPERIOR PAVING & MATERIALS INC,5945 WHIPPLE AVE NW,NORTH CANTON,OH,44720,Stark,3,1925943.4,180211bidtab.pdf,False
180211,NORTHSTAR ASPHALT INC,P O BOX 2646,NORTH CANTON,OH,44720,Stark,4,1952506.65,180211bidtab.pdf,False
180211,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,5,2071225.75,180211bidtab.pdf,False
180217,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,1194961.4,180217bidtab.pdf,True
180222,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,5025475.88,180222bidtab.pdf,True
180222,MELWAY PAVING CO INC,7571 ST RT 83,HOLMESVILLE,OH,44633,Holmes,2,5314751.15,180222bidtab.pdf,False
180223,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,1,1638897.75,180223bidtab.pdf,True
180223,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,1682412.55,180223bidtab.pdf,False
180223,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,3,1774088.3,180223bidtab.pdf,False
180223,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,4,1829828.95,180223bidtab.pdf,False
180223,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,5,1932082.45,180223bidtab.pdf,False
180227,NUKO PAVING INC,1 ACY AVE SUITE C,JACKSON,OH,45640,Jackson,1,1070493.31,180227bidtab.pdf,True
180227,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,1116990.42,180227bidtab.pdf,False
180227,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,3,1449942.88,180227bidtab.pdf,False
180228,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,1,969939.66,180228bidtab.pdf,True
180228,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,2,997306.86,180228bidtab.pdf,False
180228,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,3,1018581.76,180228bidtab.pdf,False
180228,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,4,1134212.06,180228bidtab.pdf,False
180228,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,5,1219513.46,180228bidtab.pdf,False
180228,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,6,1228053.06,180228bidtab.pdf,False
180229,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,788580.6,180229bidtab.pdf,True
180230,JOHN R JURGENSEN COMPANY,11641 MOSTELLER RD,CINCINNATI,OH,45241,Hamilton,1,839020.46,180230bidtab.pdf,True
180231,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,2990525.35,180231bidtab.pdf,True
180232,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,983580.81,180232bidtab.pdf,True
180232,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,1058976.19,180232bidtab.pdf,False
180232,NUKO PAVING INC,1 ACY AVE SUITE C,JACKSON,OH,45640,Jackson,3,1059815.45,180232bidtab.pdf,False
